,ProductID,Price,Name,Brand,Gender,Image,URL
5809,1876881329,64.0,Vans Era 95 DX Patchworklg/True White  VN0A2RR14GE Men's,Vans,Men,https://img.shop.com/Image/280000/282100/282141/products/1907085871__600x600__.jpg,https://www.shop.com/vans-era-95-dx-patchworklgtrue-white-vn0a2rr14ge-mens-1907085871-p.xhtml?publisherID=FootwearFinder
5810,1876881346,61.0,Vans Og Sk8-Hi Lx Multi  VN0A4BVB2T2 Men's,Vans,Men,https://img.shop.com/Image/280000/282100/282141/products/1907085888__600x600__.jpg,https://www.shop.com/vans-og-sk8-hi-lx-multi-vn0a4bvb2t2-mens-1907085888-p.xhtml?publisherID=FootwearFinder
5811,1877004671,126.0,Converse Run Star Motion Hi Space Jam Concord/White-Black  172488C Men's,Converse,Men,https://img.shop.com/Image/280000/282100/282141/products/1907209213__600x600__.jpg,https://www.shop.com/converse-run-star-motion-hi-space-jam-concordwhite-black-172488c-mens-1907209213-p.xhtml?publisherID=FootwearFinder
5812,1877004693,57.0,Reebok T Raww Paper White/Orange-Gum  V60884 Men's,Reebok,Men,https://img.shop.com/Image/280000/282100/282141/products/1907209235__600x600__.jpg,https://www.shop.com/reebok-t-raww-paper-whiteorange-gum-v60884-mens-1907209235-p.xhtml?publisherID=FootwearFinder
5813,1877004677,86.0,New Balance Fresh Foam Grey/Black  MZANTMG2 Men's,New Balance,Men,https://img.shop.com/Image/280000/282100/282141/products/1907209219__600x600__.jpg,https://www.shop.com/new-balance-fresh-foam-greyblack-mzantmg2-mens-1907209219-p.xhtml?publisherID=FootwearFinder
5814,1877175447,163.2,Rockfish Mens Neoprene Lined Groundhog Wellington Boots,,Men,https://img.shop.com/Image/280000/289900/289943/products/1907379989__600x600__.jpg,https://www.shop.com/rockfish-mens-neoprene-lined-groundhog-wellington-boots-1907379989-p.xhtml?publisherID=FootwearFinder
5815,1877181615,41.2,Dek Mens Ascend Triple Touch Fastening Trek Hiking Trail Walking Shoes /Boots,,Men,https://img.shop.com/Image/280000/289900/289943/products/1907386157__600x600__.jpg,https://www.shop.com/dek-mens-ascend-triple-touch-fastening-trek-hiking-trail-walking-shoes-boots-1907386157-p.xhtml?publisherID=FootwearFinder
5816,1860567081,21.72,Carter's Unisex-Child East Real Tie Lace Casual Shoe Sneaker,Carter's,Men,https://img.shop.com/Image/260000/263300/263362/products/1890771625__600x600__.jpg,https://www.shop.com/carters-unisex-child-east-real-tie-lace-casual-shoe-sneaker-1890771625-p.xhtml?publisherID=FootwearFinder
5817,1861522280,165.3,Camper Men's Courb in Black,Camper,Men,https://img.shop.com/Image/260000/267800/267870/products/1891726824__600x600__.jpg,https://www.shop.com/camper-mens-courb-in-black-1891726824-p.xhtml?publisherID=FootwearFinder
5818,1861522278,222.7,Camper Men's CRCLR in Multi - Assorted,Camper,Men,https://img.shop.com/Image/260000/267800/267870/products/1891726822__600x600__.jpg,https://www.shop.com/camper-mens-crclr-in-multi-assorted-1891726822-p.xhtml?publisherID=FootwearFinder
